ticket_id,customer_id,issue_category,resolution_time,customer_satisfaction,ticket_text
2304,1571,software,4.99,4,Application crashing during use.
2305,1334,software,4.88,4,Laptop overheating and shutting down.
2306,1221,software,5.3,,Laptop overheating and shutting down.
2307,1036,hardware,8.63,3,Frequent disconnections from corporate network.
2308,1988,hardware,10.33,1,Application crashing during use.
2309,1277,network,8.26,2,Printer not responding to print commands.
2310,1195,network,9.81,2,Printer not responding to print commands.
2311,1915,software,5.14,4,Blue screen error on startup.
2312,1863,software,5.15,4,Unable to connect to WiFi network.
2313,1483,network,9.03,2,Need assistance updating antivirus software.
2314,1241,software,6.3,5,Keyboard keys not working properly.
2315,1323,software,3.52,5,Application crashing during use.
2316,1730,network,5.5,3,Printer not responding to print commands.
2317,1191,software,7.54,2,Printer not responding to print commands.
2318,1016,hardware,12.11,1,Unable to connect to WiFi network.
2319,1523,network,7.56,4,Laptop overheating and shutting down.
2320,1917,software,5.03,3,Printer not responding to print commands.
2321,1400,software,4.41,3,Blue screen error on startup.
2322,1905,hardware,10.63,1,Printer not responding to print commands.
2323,1885,hardware,7.08,4,Printer not responding to print commands.
2324,1704,software,6.26,,Unable to connect to WiFi network.
2325,1021,software,5.26,5,Blue screen error on startup.
2326,1473,software,5.32,3,VPN connection dropping intermittently.
2327,1119,software,3.66,4,Software installation fails with error code.
2328,1209,network,9.05,1,Unable to connect to WiFi network.
2329,1305,network,6.26,5,Laptop overheating and shutting down.
2330,1269,network,6.62,5,Laptop overheating and shutting down.
2331,1703,software,5.13,3,Application crashing during use.
2332,1686,network,13.01,1,Unable to connect to WiFi network.
2333,1284,hardware,10.51,2,Frequent disconnections from corporate network.
2334,1715,network,2.86,4,Unable to connect to WiFi network.
2335,1675,network,6.71,3,VPN connection dropping intermittently.
2336,1762,software,6.03,3,Printer not responding to print commands.
2337,1226,software,3.31,4,Unable to connect to WiFi network.
2338,1947,network,9.66,1,Frequent disconnections from corporate network.
2339,1380,software,5.24,3,Keyboard keys not working properly.
2340,1459,hardware,12.97,1,Frequent disconnections from corporate network.
2341,1006,network,6.88,5,Laptop overheating and shutting down.
2342,1028,software,4.04,3,VPN connection dropping intermittently.
2343,1906,hardware,11.69,2,Printer not responding to print commands.
2344,1032,network,7.98,,Frequent disconnections from corporate network.
2345,1645,software,4.9,4,VPN connection dropping intermittently.
2346,1878,software,7.35,2,Keyboard keys not working properly.
2347,1078,software,5.91,4,Blue screen error on startup.
2348,1927,network,4.02,3,Blue screen error on startup.
2349,1946,network,9.6,3,Blue screen error on startup.
2350,1458,software,6.05,3,Keyboard keys not working properly.
2351,1569,network,10.37,1,Printer not responding to print commands.
2352,1982,software,3.59,5,Software installation fails with error code.
2353,1537,software,5.49,4,Software installation fails with error code.
2354,1481,software,5.17,3,VPN connection dropping intermittently.
2355,1429,hardware,7.13,4,Blue screen error on startup.
2356,1737,software,6.42,3,Laptop overheating and shutting down.
2357,1284,network,7.52,2,Printer not responding to print commands.
2358,1515,hardware,13.46,3,Software installation fails with error code.
2359,1976,network,6.51,3,Unable to connect to WiFi network.
2360,1098,network,5.08,5,Application crashing during use.
2361,1396,software,4.64,3,Need assistance updating antivirus software.
2362,1488,software,5.35,4,Keyboard keys not working properly.
2363,1038,software,4.2,4,Keyboard keys not working properly.
2364,1270,network,1.87,5,Software installation fails with error code.
2365,1886,software,5.58,4,Keyboard keys not working properly.
2366,1796,network,8.76,2,Blue screen error on startup.
2367,1156,hardware,12.06,2,Need assistance updating antivirus software.
2368,1074,network,7.24,2,Laptop overheating and shutting down.
2369,1883,hardware,8.69,3,Unable to connect to WiFi network.
2370,1799,software,7.16,4,VPN connection dropping intermittently.
2371,1129,hardware,5.27,4,Need assistance updating antivirus software.
2372,1686,software,4.63,4,Laptop overheating and shutting down.
2373,1973,software,5.21,3,Keyboard keys not working properly.
2374,1083,software,5.91,4,Software installation fails with error code.
2375,1021,network,8.34,2,Frequent disconnections from corporate network.
2376,1458,network,6.16,4,VPN connection dropping intermittently.
2377,1538,hardware,13.5,1,Printer not responding to print commands.
2378,1706,hardware,10.01,2,Application crashing during use.
2379,1848,software,2.5,4,Software installation fails with error code.
2380,1381,network,8.42,3,Keyboard keys not working properly.
2381,1747,software,5.71,3,Software installation fails with error code.
2382,1439,software,7.94,4,Blue screen error on startup.
2383,1603,software,5.61,3,Keyboard keys not working properly.
2384,1988,software,2.78,5,Software installation fails with error code.
2385,1020,hardware,5.66,3,Need assistance updating antivirus software.
2386,1302,network,10.52,2,Need assistance updating antivirus software.
2387,1975,software,3.8,5,Unable to connect to WiFi network.
2388,1868,software,2.68,5,Unable to connect to WiFi network.
2389,1954,software,6.5,3,VPN connection dropping intermittently.
2390,1083,network,7.05,3,Software installation fails with error code.
2391,1773,network,9.89,1,Unable to connect to WiFi network.
2392,1658,hardware,7.26,2,Blue screen error on startup.
2393,1952,software,7.21,3,Laptop overheating and shutting down.
2394,1452,software,6.31,3,Unable to connect to WiFi network.
2395,1386,hardware,7.83,2,Software installation fails with error code.
2396,1506,software,2.51,5,Need assistance updating antivirus software.
2397,1256,network,12.61,3,Application crashing during use.
2398,1569,software,4.68,4,Frequent disconnections from corporate network.
2399,1891,software,3.86,4,Printer not responding to print commands.
2400,1933,software,7.08,2,Unable to connect to WiFi network.
2401,1526,software,6.42,4,Printer not responding to print commands.
2402,1161,software,6.77,3,Frequent disconnections from corporate network.
2403,1956,software,4.85,5,VPN connection dropping intermittently.
2404,1162,hardware,15.64,1,Need assistance updating antivirus software.
2405,1831,network,5.38,5,Need assistance updating antivirus software.
2406,1792,network,6.9,4,Frequent disconnections from corporate network.
2407,1791,software,5.58,4,Software installation fails with error code.
2408,1523,network,10.34,1,Printer not responding to print commands.
2409,1785,network,9.32,3,Printer not responding to print commands.
2410,1270,hardware,9.75,1,Frequent disconnections from corporate network.
2411,1491,hardware,8.57,3,Printer not responding to print commands.
2412,1207,software,6.76,5,Software installation fails with error code.
2413,1538,network,9.53,1,Need assistance updating antivirus software.
2414,1583,network,6.25,4,VPN connection dropping intermittently.
2415,1059,network,6.19,4,Blue screen error on startup.
2416,1429,network,6.91,3,Need assistance updating antivirus software.
2417,1984,hardware,7.98,3,Laptop overheating and shutting down.
2418,1656,network,10.06,1,Laptop overheating and shutting down.
2419,1604,software,5.65,3,Need assistance updating antivirus software.
2420,1308,network,9.12,2,Software installation fails with error code.
2421,1519,hardware,10.58,2,Blue screen error on startup.
2422,1590,software,5.36,3,VPN connection dropping intermittently.
2423,1026,hardware,5.25,,Printer not responding to print commands.
2424,1685,software,6.19,5,Laptop overheating and shutting down.
2425,1561,software,4.15,4,Laptop overheating and shutting down.
2426,1198,network,7.93,3,Laptop overheating and shutting down.
2427,1386,software,4.29,3,Keyboard keys not working properly.
2428,1348,software,5.22,4,Software installation fails with error code.
2429,1959,software,5.86,4,Need assistance updating antivirus software.
2430,1939,network,5.98,3,Blue screen error on startup.
2431,1692,network,8.51,3,Need assistance updating antivirus software.
2432,1535,software,4.33,3,Keyboard keys not working properly.
2433,1827,software,6.98,3,Laptop overheating and shutting down.
2434,1377,software,3.33,5,Frequent disconnections from corporate network.
2435,1898,network,5.99,4,Keyboard keys not working properly.
2436,1915,software,4.46,4,Software installation fails with error code.
2437,1557,network,6.15,4,VPN connection dropping intermittently.
2438,1526,network,7.55,4,Printer not responding to print commands.
2439,1152,software,4.21,4,Application crashing during use.
2440,1733,network,8.18,3,Blue screen error on startup.
2441,1205,network,10.02,1,Keyboard keys not working properly.
2442,1454,software,5.11,3,VPN connection dropping intermittently.
2443,1272,network,8.32,2,Application crashing during use.
2444,1893,network,5.89,4,VPN connection dropping intermittently.
2445,1235,network,7.73,3,Need assistance updating antivirus software.
2446,1851,network,7.16,2,Need assistance updating antivirus software.
2447,1739,network,9.36,1,Laptop overheating and shutting down.
2448,1520,software,3.85,4,Unable to connect to WiFi network.
2449,1677,network,6.28,3,Printer not responding to print commands.
2450,1943,network,8.63,,Software installation fails with error code.
2451,1955,software,7.97,3,Software installation fails with error code.
2452,1830,software,4.74,3,Laptop overheating and shutting down.
2453,1725,hardware,10.5,2,Need assistance updating antivirus software.
2454,1500,software,6.42,4,Laptop overheating and shutting down.
2455,1116,software,5.76,4,Frequent disconnections from corporate network.
2456,1385,software,5.77,3,Keyboard keys not working properly.
2457,1343,software,4.86,4,Keyboard keys not working properly.
2458,1583,software,4.89,3,Blue screen error on startup.
2459,1394,network,6.49,5,Need assistance updating antivirus software.
2460,1063,network,8.97,3,Unable to connect to WiFi network.
2461,1716,network,8.93,3,Frequent disconnections from corporate network.
2462,1720,hardware,12.15,1,Frequent disconnections from corporate network.
2463,1071,software,4.27,3,Need assistance updating antivirus software.
2464,1788,software,6.25,3,Keyboard keys not working properly.
2465,1273,software,6.7,5,Application crashing during use.
2466,1989,software,3.18,4,Keyboard keys not working properly.
2467,1319,network,7.41,2,Blue screen error on startup.
2468,1337,network,10.35,3,Blue screen error on startup.
2469,1365,hardware,8.05,3,Need assistance updating antivirus software.
2470,1494,software,5.79,4,Printer not responding to print commands.
2471,1606,software,5.01,3,Printer not responding to print commands.
2472,1165,hardware,10.99,2,Unable to connect to WiFi network.
2473,1543,network,8.08,2,Printer not responding to print commands.
2474,1010,hardware,12.24,,VPN connection dropping intermittently.
2475,1300,software,3.47,4,VPN connection dropping intermittently.
2476,1728,software,3.63,5,Software installation fails with error code.
2477,1800,software,7.2,3,VPN connection dropping intermittently.
2478,1101,network,12.2,2,Application crashing during use.
2479,1424,network,7.99,3,Application crashing during use.
2480,1391,software,7.57,2,Application crashing during use.
2481,1778,hardware,7.68,2,VPN connection dropping intermittently.
2482,1213,software,4.2,4,Unable to connect to WiFi network.
2483,1690,network,10.91,2,Keyboard keys not working properly.
2484,1087,software,6.21,5,Need assistance updating antivirus software.
2485,1552,network,11.21,2,Laptop overheating and shutting down.
2486,1400,network,8.94,3,Software installation fails with error code.
2487,1587,software,3.48,5,Blue screen error on startup.
2488,1888,software,5.34,3,Frequent disconnections from corporate network.
2489,1045,network,10.4,1,Blue screen error on startup.
2490,1671,network,7.73,2,Software installation fails with error code.
2491,1462,hardware,9.14,1,Blue screen error on startup.
2492,1591,network,8.97,3,Keyboard keys not working properly.
2493,1309,software,4.16,4,Blue screen error on startup.
2494,1085,software,5.44,4,Blue screen error on startup.
2495,1091,network,8.13,3,Keyboard keys not working properly.
2496,1659,network,7.02,3,Keyboard keys not working properly.
2497,1672,software,6.47,,VPN connection dropping intermittently.
2498,1713,software,5.97,4,Keyboard keys not working properly.
2499,1935,software,4.47,4,Laptop overheating and shutting down.
2500,1927,software,4.98,5,Printer not responding to print commands.
2501,1241,hardware,9.19,1,Laptop overheating and shutting down.
2502,1864,software,4.04,3,Blue screen error on startup.
2503,1001,software,2.45,5,Laptop overheating and shutting down.
2504,1224,software,4.27,5,Software installation fails with error code.
2505,1800,software,4.06,4,Need assistance updating antivirus software.
2506,1744,software,5.17,4,Printer not responding to print commands.
2507,1972,software,5.66,5,Need assistance updating antivirus software.
2508,1925,software,3.8,5,Frequent disconnections from corporate network.
2509,1928,network,8.75,3,Laptop overheating and shutting down.
2510,1588,software,3.57,5,Need assistance updating antivirus software.
2511,1115,network,7.75,2,Keyboard keys not working properly.
2512,1665,network,6.8,5,Unable to connect to WiFi network.
2513,1917,network,9.49,1,Unable to connect to WiFi network.
2514,1102,software,5.18,5,Keyboard keys not working properly.
2515,1193,software,4.83,3,Need assistance updating antivirus software.
2516,1165,network,6.75,4,Blue screen error on startup.
2517,1870,software,4.51,4,Keyboard keys not working properly.
2518,1089,software,7.74,3,Printer not responding to print commands.
2519,1685,network,7,2,Application crashing during use.
2520,1121,software,5.72,4,Software installation fails with error code.
2521,1142,software,4.83,4,Blue screen error on startup.
2522,1993,software,5.68,4,Printer not responding to print commands.
2523,1105,software,6.26,3,Need assistance updating antivirus software.
2524,1886,software,4.47,4,Blue screen error on startup.
2525,1427,network,9.42,1,Blue screen error on startup.
2526,1304,network,13.51,1,Need assistance updating antivirus software.
2527,1871,network,9.14,2,Keyboard keys not working properly.
2528,1970,hardware,14.84,3,Need assistance updating antivirus software.
2529,1316,network,8.96,3,Laptop overheating and shutting down.
2530,1962,network,6.14,4,Laptop overheating and shutting down.
2531,1634,hardware,10.83,1,Software installation fails with error code.
2532,1901,hardware,9.01,1,Unable to connect to WiFi network.
2533,1008,software,4.11,3,VPN connection dropping intermittently.
2534,1773,network,7.85,4,Software installation fails with error code.
2535,1072,network,7.69,4,Software installation fails with error code.
2536,1358,software,3.41,5,Application crashing during use.
2537,1222,network,13.42,2,VPN connection dropping intermittently.
2538,1415,network,9.62,2,Unable to connect to WiFi network.
2539,1552,software,5.37,4,Blue screen error on startup.
2540,1369,hardware,10.27,1,VPN connection dropping intermittently.
2541,1715,software,6.8,3,Application crashing during use.
2542,1263,software,8.11,3,Frequent disconnections from corporate network.
2543,1839,software,6.03,5,Software installation fails with error code.
2544,1689,network,8.24,2,Need assistance updating antivirus software.
2545,1859,software,7.21,2,Software installation fails with error code.
2546,1317,network,8.28,3,Keyboard keys not working properly.
2547,1083,network,8.87,4,Application crashing during use.
2548,1317,software,6.5,3,Software installation fails with error code.
2549,1110,network,7.23,2,Software installation fails with error code.
2550,1250,hardware,3.77,5,VPN connection dropping intermittently.
2551,1382,network,7.13,3,VPN connection dropping intermittently.
2552,1006,software,6.16,3,Need assistance updating antivirus software.
2553,1458,software,6.05,3,Printer not responding to print commands.
2554,1083,network,10.69,2,Keyboard keys not working properly.
2555,1207,network,7.21,3,Need assistance updating antivirus software.
2556,1899,software,7.37,4,Frequent disconnections from corporate network.
2557,1389,hardware,10.56,2,Keyboard keys not working properly.
2558,1313,hardware,11.81,1,VPN connection dropping intermittently.
2559,1021,software,6.36,4,Software installation fails with error code.
2560,1409,software,2.93,5,Blue screen error on startup.
2561,1894,software,3.49,4,Software installation fails with error code.
2562,1514,software,3.44,5,Unable to connect to WiFi network.
2563,1126,software,6.61,5,Need assistance updating antivirus software.
2564,1808,software,4.54,3,Keyboard keys not working properly.
2565,1699,hardware,16.08,1,Blue screen error on startup.
2566,1873,software,5.01,3,Unable to connect to WiFi network.
2567,1013,hardware,5.59,3,Frequent disconnections from corporate network.
2568,1970,software,3.99,5,Software installation fails with error code.
2569,1977,network,8.23,3,Printer not responding to print commands.
2570,1011,network,9.03,3,Application crashing during use.
2571,1086,software,3.52,4,Unable to connect to WiFi network.
2572,1523,software,5.85,4,Software installation fails with error code.
2573,1908,hardware,12.51,3,Software installation fails with error code.
2574,1536,network,6.72,4,Keyboard keys not working properly.
2575,1300,hardware,15.91,1,Keyboard keys not working properly.
2576,1242,hardware,8.4,2,Printer not responding to print commands.
2577,1121,network,6,3,Unable to connect to WiFi network.
2578,1146,hardware,5.41,5,VPN connection dropping intermittently.
2579,1566,hardware,13.66,3,Keyboard keys not working properly.
2580,1749,software,5.03,5,Application crashing during use.
2581,1355,software,4.28,5,Software installation fails with error code.
2582,1684,hardware,5.58,3,Software installation fails with error code.
2583,1903,software,4.42,5,Frequent disconnections from corporate network.
2584,1732,software,8.57,4,Frequent disconnections from corporate network.
2585,1630,hardware,3.57,5,Printer not responding to print commands.
2586,1308,software,4.05,3,Unable to connect to WiFi network.
2587,1694,software,7.69,3,Laptop overheating and shutting down.
2588,1287,network,10.5,1,Blue screen error on startup.
2589,1306,software,4.14,,Keyboard keys not working properly.
2590,1811,network,8.41,4,Unable to connect to WiFi network.
2591,1593,hardware,11.39,3,Software installation fails with error code.
2592,1965,software,5.2,3,Need assistance updating antivirus software.
2593,1913,network,11.57,1,Frequent disconnections from corporate network.
2594,1722,software,5.51,5,Blue screen error on startup.
2595,1661,network,10.27,2,Keyboard keys not working properly.
2596,1548,software,5.27,3,VPN connection dropping intermittently.
2597,1351,hardware,3.9,5,VPN connection dropping intermittently.
2598,1311,hardware,6.42,5,Frequent disconnections from corporate network.
2599,1872,network,6.03,5,Unable to connect to WiFi network.
2600,1058,network,7.5,2,Keyboard keys not working properly.
2601,1642,hardware,16.24,1,Blue screen error on startup.
2602,1923,hardware,11.09,3,Software installation fails with error code.
2603,1713,software,4.84,3,Unable to connect to WiFi network.
2604,1754,software,6.86,4,Frequent disconnections from corporate network.
2605,1034,software,2.82,4,Printer not responding to print commands.
2606,1444,hardware,8.53,2,Laptop overheating and shutting down.
2607,1092,software,4.04,4,Unable to connect to WiFi network.
2608,1949,network,8.8,2,Application crashing during use.
2609,1958,network,9.79,3,Keyboard keys not working properly.
2610,1206,hardware,11.41,1,VPN connection dropping intermittently.
2611,1352,network,8.97,4,Application crashing during use.
2612,1902,software,4.46,5,Unable to connect to WiFi network.
2613,1331,software,5.48,3,Unable to connect to WiFi network.
2614,1816,network,6.32,4,Application crashing during use.
2615,1861,network,9.35,1,Printer not responding to print commands.
2616,1724,hardware,8.5,,Application crashing during use.
2617,1158,hardware,6.64,4,Software installation fails with error code.
2618,1953,hardware,10.11,1,Blue screen error on startup.
2619,1956,hardware,4.26,4,Application crashing during use.
2620,1023,software,7.21,3,Application crashing during use.
2621,1403,hardware,12.39,3,Keyboard keys not working properly.
2622,1804,software,5.51,3,Blue screen error on startup.
2623,1515,software,2.56,5,Laptop overheating and shutting down.
2624,1731,hardware,7.9,2,Application crashing during use.
2625,1363,network,8.08,4,Application crashing during use.
2626,1381,software,4.61,3,Software installation fails with error code.
2627,1531,software,2.47,5,VPN connection dropping intermittently.
2628,1955,network,5.37,3,Software installation fails with error code.
2629,1151,network,7.43,3,Application crashing during use.
2630,1561,hardware,6.15,5,Keyboard keys not working properly.
2631,1688,hardware,14.11,2,Software installation fails with error code.
2632,1946,software,5.74,4,Keyboard keys not working properly.
2633,1607,network,6.39,4,Blue screen error on startup.
2634,1616,network,10.34,3,Keyboard keys not working properly.
2635,1419,hardware,12.9,2,Printer not responding to print commands.
2636,1249,software,5.43,5,Need assistance updating antivirus software.
2637,1116,software,4.94,4,Blue screen error on startup.
2638,1865,software,4.55,4,Need assistance updating antivirus software.
2639,1511,software,4.19,3,Application crashing during use.
2640,1739,software,2.99,5,Application crashing during use.
2641,1577,hardware,14.58,1,Printer not responding to print commands.
2642,1334,software,4.22,5,Unable to connect to WiFi network.
2643,1417,software,5.04,4,Need assistance updating antivirus software.
2644,1931,software,3.63,5,Software installation fails with error code.
2645,1773,software,4.61,3,Printer not responding to print commands.
2646,1294,software,9.28,1,Blue screen error on startup.
2647,1937,network,6.55,5,Laptop overheating and shutting down.
2648,1754,software,7.17,2,Software installation fails with error code.
2649,1370,network,7.94,3,Keyboard keys not working properly.
2650,1185,hardware,12.04,3,Application crashing during use.
2651,1245,software,6.87,4,Blue screen error on startup.
2652,1636,hardware,10.82,1,Printer not responding to print commands.
2653,1267,network,7.3,4,Need assistance updating antivirus software.
2654,1642,software,4.72,3,Need assistance updating antivirus software.
2655,1236,software,4.77,5,Frequent disconnections from corporate network.
2656,1529,software,7.8,2,Application crashing during use.
2657,1551,software,2.77,5,Software installation fails with error code.
2658,1020,software,2.34,4,Keyboard keys not working properly.
2659,1910,software,2.44,5,Keyboard keys not working properly.
2660,1736,network,6.21,3,Application crashing during use.
2661,1866,network,9.4,3,Frequent disconnections from corporate network.
2662,1793,software,6.14,4,Frequent disconnections from corporate network.
2663,1519,software,4.09,3,Software installation fails with error code.
2664,1099,network,7.94,3,Frequent disconnections from corporate network.
2665,1751,network,5.77,4,Printer not responding to print commands.
2666,1477,network,5.95,3,Frequent disconnections from corporate network.
2667,1598,software,5.87,3,Need assistance updating antivirus software.
2668,1297,software,6.57,4,VPN connection dropping intermittently.
2669,1939,hardware,8.57,2,Unable to connect to WiFi network.
2670,1525,hardware,14.91,1,Need assistance updating antivirus software.
2671,1333,software,6.45,3,Need assistance updating antivirus software.
2672,1001,network,11.18,2,Laptop overheating and shutting down.
2673,1374,network,7.4,3,Laptop overheating and shutting down.
2674,1292,network,11.04,1,Application crashing during use.
2675,1836,hardware,16.54,3,Laptop overheating and shutting down.
2676,1933,software,4.38,5,Application crashing during use.
2677,1552,network,7.69,2,Need assistance updating antivirus software.
2678,1317,software,3.58,4,Unable to connect to WiFi network.
2679,1501,software,3.28,5,Software installation fails with error code.
2680,1827,software,3.3,5,Software installation fails with error code.
2681,1380,network,6.38,3,VPN connection dropping intermittently.
2682,1622,hardware,10.82,1,Blue screen error on startup.
2683,1013,software,3.85,5,Software installation fails with error code.
2684,1503,network,8.49,2,Blue screen error on startup.
2685,1230,hardware,10.79,2,Frequent disconnections from corporate network.
2686,1984,network,7.06,3,Keyboard keys not working properly.
2687,1083,hardware,9.81,2,Need assistance updating antivirus software.
2688,1129,hardware,8.42,4,Unable to connect to WiFi network.
2689,1742,software,4.53,3,Application crashing during use.
2690,1837,software,3.79,5,Blue screen error on startup.
2691,1144,software,5.13,4,VPN connection dropping intermittently.
2692,1890,hardware,8.2,3,Software installation fails with error code.
2693,1856,software,3.25,4,Printer not responding to print commands.
2694,1027,software,5.89,3,Software installation fails with error code.
2695,1065,hardware,11.88,1,Laptop overheating and shutting down.
2696,1162,hardware,13.34,1,Need assistance updating antivirus software.
2697,1228,hardware,6.93,3,Laptop overheating and shutting down.
2698,1260,software,4.28,4,Software installation fails with error code.
2699,1448,hardware,10.69,1,Printer not responding to print commands.
2700,1423,software,4.25,4,Laptop overheating and shutting down.
2701,1459,hardware,11.71,1,Unable to connect to WiFi network.
2702,1951,software,5.75,3,Laptop overheating and shutting down.
2703,1675,software,5.72,3,Printer not responding to print commands.
2704,1300,software,7.19,2,Laptop overheating and shutting down.
2705,1918,software,5.97,4,Blue screen error on startup.
2706,1302,software,5.23,3,Frequent disconnections from corporate network.
2707,1286,software,4.71,5,Application crashing during use.
2708,1394,software,4.81,5,Software installation fails with error code.
2709,1009,software,3.4,5,Blue screen error on startup.
2710,1706,hardware,4.7,4,Application crashing during use.
2711,1629,software,5.7,3,Frequent disconnections from corporate network.
2712,1269,network,10.45,2,Blue screen error on startup.
2713,1591,network,7.34,3,VPN connection dropping intermittently.
2714,1969,network,11.17,1,Blue screen error on startup.
2715,1604,software,4.74,3,Unable to connect to WiFi network.
2716,1777,network,4.09,3,Printer not responding to print commands.
2717,1843,network,9.84,1,Software installation fails with error code.
2718,1861,hardware,8.56,3,Need assistance updating antivirus software.
2719,1360,hardware,13.03,1,Application crashing during use.
2720,1256,software,3.08,5,Laptop overheating and shutting down.
2721,1132,hardware,11.24,1,Software installation fails with error code.
2722,1275,network,6.4,4,Need assistance updating antivirus software.
2723,1775,software,5.3,3,Frequent disconnections from corporate network.
2724,1682,software,6.15,4,Blue screen error on startup.
2725,1971,software,5.8,4,Need assistance updating antivirus software.
2726,1512,software,5.1,4,VPN connection dropping intermittently.
2727,1312,software,2.93,5,Software installation fails with error code.
2728,1575,software,6.1,4,Software installation fails with error code.
2729,1885,software,6.55,3,Software installation fails with error code.
2730,1979,network,5.91,4,Printer not responding to print commands.
2731,1283,network,6.21,5,Frequent disconnections from corporate network.
2732,1120,network,10.15,2,Printer not responding to print commands.
2733,1106,network,7.58,2,Software installation fails with error code.
2734,1932,software,3.69,4,VPN connection dropping intermittently.
2735,1686,network,8.55,4,Laptop overheating and shutting down.
2736,1996,hardware,8.08,2,VPN connection dropping intermittently.
2737,1203,network,8.32,2,Application crashing during use.
2738,1164,network,7.17,2,Frequent disconnections from corporate network.
2739,1304,software,4.51,5,Blue screen error on startup.
2740,1496,network,10.22,1,Software installation fails with error code.
2741,1631,software,1.3,5,Need assistance updating antivirus software.
2742,1555,software,5.83,4,Laptop overheating and shutting down.
2743,1823,network,9.89,1,Blue screen error on startup.
2744,1155,network,6.76,5,Keyboard keys not working properly.
2745,1366,software,6.41,4,VPN connection dropping intermittently.
2746,1718,network,6.08,4,Laptop overheating and shutting down.
2747,1901,network,6.68,5,Keyboard keys not working properly.
2748,1619,network,6.45,5,Printer not responding to print commands.
2749,1250,network,9.9,1,Keyboard keys not working properly.
2750,1956,software,2.38,4,Blue screen error on startup.
2751,1915,software,7.46,4,Frequent disconnections from corporate network.
2752,1881,software,4.54,4,VPN connection dropping intermittently.
2753,1333,network,9.23,3,Laptop overheating and shutting down.
2754,1641,network,9.06,3,Keyboard keys not working properly.
2755,1968,hardware,10.45,1,VPN connection dropping intermittently.
2756,1510,software,4.1,5,Laptop overheating and shutting down.
2757,1292,hardware,13.73,1,Laptop overheating and shutting down.
2758,1019,software,4.23,4,Blue screen error on startup.
2759,1281,software,3.9,4,VPN connection dropping intermittently.
2760,1796,software,6.32,5,Blue screen error on startup.
2761,1000,software,5.22,4,Keyboard keys not working properly.
2762,1118,software,7.04,3,Application crashing during use.
2763,1034,software,4.91,5,Frequent disconnections from corporate network.
2764,1197,network,6.7,4,Application crashing during use.
2765,1484,software,5.41,4,Unable to connect to WiFi network.
2766,1756,software,4.33,5,Software installation fails with error code.
2767,1058,hardware,8.13,3,Application crashing during use.
2768,1836,software,6.25,5,Printer not responding to print commands.
2769,1160,software,7.75,4,Frequent disconnections from corporate network.
2770,1690,network,7.51,2,Software installation fails with error code.
2771,1205,software,3.54,5,Keyboard keys not working properly.
2772,1011,software,4.77,3,Blue screen error on startup.
2773,1489,hardware,11.54,2,Printer not responding to print commands.
2774,1275,software,5.39,3,Software installation fails with error code.
2775,1692,software,6.79,4,Software installation fails with error code.
2776,1241,software,6,3,Laptop overheating and shutting down.
2777,1215,hardware,6.69,3,Unable to connect to WiFi network.
2778,1250,software,4.26,3,Blue screen error on startup.
2779,1810,software,2.93,4,Keyboard keys not working properly.
2780,1125,hardware,13.43,2,VPN connection dropping intermittently.
2781,1993,network,4.02,3,Application crashing during use.
2782,1216,hardware,6.15,3,Frequent disconnections from corporate network.
2783,1305,network,6.98,3,Unable to connect to WiFi network.
2784,1796,software,5.85,4,Laptop overheating and shutting down.
2785,1184,software,4.22,5,Laptop overheating and shutting down.
2786,1038,software,4.45,3,Software installation fails with error code.
2787,1222,hardware,8.96,3,Need assistance updating antivirus software.
2788,1183,network,8.35,3,Application crashing during use.
2789,1494,network,5.56,3,Unable to connect to WiFi network.
2790,1426,software,3.58,5,Software installation fails with error code.
2791,1177,software,7.52,2,Unable to connect to WiFi network.
2792,1918,software,5.6,4,Printer not responding to print commands.
2793,1427,network,9.52,1,Blue screen error on startup.
2794,1293,network,8.12,4,Frequent disconnections from corporate network.
2795,1851,network,7.72,2,Application crashing during use.
2796,1150,network,8.91,3,Laptop overheating and shutting down.
2797,1383,software,6.09,5,Need assistance updating antivirus software.
2798,1637,software,6.27,3,Keyboard keys not working properly.
2799,1812,hardware,9.62,1,VPN connection dropping intermittently.
2800,1307,hardware,12.87,1,Blue screen error on startup.
2801,1335,network,3.07,5,Application crashing during use.
2802,1945,software,6.34,3,Printer not responding to print commands.
2803,1745,network,7.15,2,Application crashing during use.
2804,1891,network,9.11,2,Keyboard keys not working properly.
2805,1374,software,4.03,4,Frequent disconnections from corporate network.
2806,1007,network,5.35,4,Frequent disconnections from corporate network.
2807,1340,network,8.68,2,Unable to connect to WiFi network.
2808,1128,hardware,5.5,3,Software installation fails with error code.
2809,1775,software,4.4,4,Frequent disconnections from corporate network.
2810,1668,software,3.78,5,Need assistance updating antivirus software.
2811,1351,network,7.65,2,VPN connection dropping intermittently.
2812,1357,network,9.59,1,Printer not responding to print commands.
2813,1516,hardware,8.53,2,Keyboard keys not working properly.
2814,1494,network,8.63,2,Laptop overheating and shutting down.
2815,1085,software,6.11,3,Frequent disconnections from corporate network.
2816,1174,network,6.79,3,Laptop overheating and shutting down.
2817,1801,software,4.11,4,Frequent disconnections from corporate network.
2818,1192,network,10.74,2,Need assistance updating antivirus software.
2819,1310,hardware,9.76,1,Laptop overheating and shutting down.
2820,1118,hardware,11.53,1,Software installation fails with error code.
2821,1217,software,5.75,3,Printer not responding to print commands.
